article_link	ticker	date	ticker_from_text	word_count	pos_count	neg_count
/article/247197-apple-management-discusses-q1-2011-results-earnings-call-transcript	AAPL	1/18/2011	AAPL	1999	876.272031394532	39.641364903363865
/article/230710-apples-ceo-discusses-f4q10-results-earnings-call-transcript	AAPL	10/18/2010	AAPL	3725	1001.6343343402259	137.1416202891196
/article/215492-apple-inc-f3q10-qtr-end-06-26-10-earnings-call-transcript	AAPL	7/20/2010	AAPL	1943	682.9052059887908	110.84909783450712
/article/199800-apple-inc-f2q10-qtr-end-03-27-10-earnings-call-transcript	AAPL	4/20/2010	AAPL	7878	1893.3187427595258	568.0893374829175
/article/184328-apple-inc-f1q10-qtr-end-12-26-09-earnings-call-transcript	AAPL	1/25/2010	AAPL	8020	1633.403136341134	539.8668917833566
/article/4527231-apple-inc-aapl-ceo-tim-cook-on-q3-2022-results-earnings-call-transcript	AAPL	7/28/2022	AAPL	3028	1401.832058877917	308.2487268413097
/article/4504834-apple-inc-aapl-ceo-tim-cook-on-q2-2022-results-earnings-call-transcript	AAPL	4/28/2022	AAPL	3117	1325.45380331669	251.91094309846812
/article/4482308-apple-inc-aapl-ceo-tim-cook-on-q1-2022-results-earnings-call-transcript	AAPL	1/27/2022	AAPL	3209	1304.5997787378728	404.43359130373574
/article/4463261-apple-inc-aapl-ceo-tim-cook-on-q4-2021-results-earnings-call-transcript	AAPL	10/28/2021	AAPL	3454	1364.1335535752587	278.9415870491357
/article/4441901-apple-inc-aapl-ceo-tim-cook-on-q3-2021-results-earnings-call-transcript	AAPL	7/27/2021	AAPL	3244	1356.4516017222777	163.45447333500488
/article/4422230-apple-inc-aapl-ceo-tim-cook-on-q2-2021-results-earnings-call-transcript	AAPL	4/28/2021	AAPL	3285	1663.8249577730894	138.1555027999275
/article/4401478-apple-inc-aapl-ceo-tim-cook-on-q1-2021-results-earnings-call-transcript	AAPL	1/27/2021	AAPL	3228	1378.7804661560804	197.38101429567178
/article/4382943-apple-inc-aapl-ceo-tim-cook-on-q4-2020-results-earnings-call-transcript	AAPL	10/29/2020	AAPL	3931	1618.8948758998886	516.3866375158468
/article/4362707-apple-inc-aapl-ceo-tim-cook-on-q3-2020-results-earnings-call-transcript	AAPL	7/30/2020	AAPL	3587	1263.5781908398494	457.061897599473
/article/4341792-apple-inc-aapl-ceo-tim-cook-on-q2-2020-results-earnings-call-transcript	AAPL	4/30/2020	AAPL	4095	1266.3910194440978	457.0036642003397
/article/4319666-apple-inc-aapl-ceo-tim-cook-on-q1-2020-results-earnings-call-transcript	AAPL	1/28/2020	AAPL	3181	1627.151853649877	102.996157257905
/article/4300690-apple-inc-aapl-ceo-tim-cook-on-q4-2019-results-earnings-call-transcript	AAPL	10/30/2019	AAPL	4315	1938.7227196688764	164.88624017548864
/article/4279301-apple-inc-aapl-ceo-tim-cook-on-q3-2019-results-earnings-call-transcript	AAPL	7/30/2019	AAPL	4047	1946.424316558754	117.2150256545574
/article/4258275-apple-inc-aapl-ceo-tim-cook-on-q2-2019-results-earnings-call-transcript	AAPL	4/30/2019	AAPL	4298	1678.9954234466422	225.82251922713476
/article/4236503-apple-inc-aapl-ceo-tim-cook-on-q1-2019-results-earnings-call-transcript	AAPL	1/29/2019	AAPL	3993	1523.000098799239	414.6682112076742
/article/4217359-apple-aapl-q4-2018-results-earnings-call-transcript	AAPL	11/1/2018	AAPL	3860	1586.9968390380964	43.389508665306494
/article/4192790-apple-aapl-q3-2018-results-earnings-call-transcript	AAPL	7/31/2018	AAPL	3856	1851.5260028059129	82.59743669404997
/article/4168271-apple-aapl-q2-2018-results-earnings-call-transcript	AAPL	5/1/2018	AAPL	3342	1419.7709211669862	32.440127799563925
/article/4142447-apples-aapl-ceo-tim-cook-on-q1-2018-results-earnings-call-transcript	AAPL	2/1/2018	AAPL	3435	1475.8433941099793	70.4243513767251
/article/4119877-apple-aapl-q4-2017-results-earnings-call-transcript	AAPL	11/2/2017	AAPL	3198	1567.7963931949926	32.32465420339577
/article/4093437-apple-aapl-q3-2017-results-earnings-call-transcript	AAPL	8/1/2017	AAPL	3284	1318.9075964109506	76.80255196153303
/article/4068153-apple-aapl-q2-2017-results-earnings-call-transcript	AAPL	5/2/2017	AAPL	3329	1569.269042255124	87.0430342537511
/article/4041266-apple-aapl-q1-2017-results-earnings-call-transcript	AAPL	1/31/2017	AAPL	3014	1466.1987201049924	143.88705158716766
/article/4014922-apple-aapl-q4-2016-results-earnings-call-transcript	AAPL	10/25/2016	AAPL	2855	1258.7540224357508	145.36086658010026
/article/3991811-apple-aapl-q3-2016-results-earnings-call-transcript	AAPL	7/26/2016	AAPL	3367	999.2986745317467	168.1995431719406
/article/3968300-apple-aapl-timothy-donald-cook-on-q2-2016-results-earnings-call-transcript	AAPL	4/26/2016	AAPL	3754	1085.2339892068412	395.34652985558205
/article/3836826-apples-aapl-ceo-tim-cook-on-q1-2016-results-earnings-call-transcript	AAPL	1/26/2016	AAPL	3371	1290.7491196575575	267.42580621557863
/article/3611256-apples-aapl-ceo-tim-cook-on-q4-2015-results-earnings-call-transcript	AAPL	10/27/2015	AAPL	3293	1324.3430724432692	120.66054982114292
/article/3344115-apple-aapl-timothy-d-cook-on-q3-2015-results-earnings-call-transcript	AAPL	7/21/2015	AAPL	3363	1563.4699085671455	77.41251568354346
/article/3107596-apples-aapl-ceo-tim-cook-on-q2-2015-results-earnings-call-transcript	AAPL	4/27/2015	AAPL	2955	1138.1904088226147	49.89783639757661
/article/2856006-apples-aapl-ceo-tim-cook-on-q1-2015-results-earnings-call-transcript	AAPL	1/27/2015	AAPL	3202	1113.7203887728974	117.84581200442335
/article/2576865-apples-aapl-ceo-tim-cook-on-q4-2014-results-earnings-call-transcript	AAPL	10/20/2014	AAPL	3293	1283.751586373197	64.98112818453228
/article/2331715-apples-aapl-ceo-tim-cook-on-q3-2014-results-earnings-call-transcript	AAPL	7/22/2014	AAPL	3020	1136.323638515547	132.62567540119926
/article/2159213-apples-ceo-discusses-f2q-2014-results-earnings-call-transcript	AAPL	4/23/2014	AAPL	3777	1129.6517612617463	111.7179899019975
/article/1971291-apples-ceo-discusses-f1q-2014-results-earnings-call-transcript	AAPL	1/27/2014	AAPL	3026	1112.0405319612473	51.235559374297736
/article/1780172-apples-ceo-discusses-f4q-2013-results-earnings-call-transcript	AAPL	10/28/2013	AAPL	3464	1173.0783244986087	60.814550120936474
/article/1566012-apple-inc-aapl-ceo-discusses-f3q-2013-results-earnings-call-transcript	AAPL	7/23/2013	AAPL	2745	816.421044461662	137.0783273534471
/article/1364041-apples-ceo-discusses-f2q13-results-earnings-call-transcript	AAPL	4/23/2013	AAPL	3842	1389.5665289419703	222.35966893518344
/article/1129431-apples-ceo-discusses-f1q-2013-results-earnings-call-transcript	AAPL	1/23/2013	AAPL	8920	2237.150114985183	617.8048394640064
/article/952971-apples-ceo-discusses-f4q12-results-earnings-call-transcript	AAPL	10/25/2012	AAPL	2455	567.3529152299743	63.544199605239555
/article/745271-apples-ceo-discusses-f3q12-results-earnings-call-transcript	AAPL	7/24/2012	AAPL	2165	563.6519697968615	27.869959294097498
/article/524451-apples-ceo-discusses-q2-2012-results-earnings-call-transcript	AAPL	4/24/2012	AAPL	1871	596.7209552922286	74.32122925866861
/article/321818-apples-ceo-discusses-q1-2012-results-earnings-call-transcript	AAPL	1/24/2012	AAPL	2290	942.3370656337356	40.23196604875557
/article/300433-apples-ceo-discusses-q4-2011-results-earnings-call-transcript	AAPL	10/18/2011	AAPL	2430	865.1478832317516	115.04255454664235
/article/280344-apple-management-discusses-q3-2011-results-earnings-call-transcript	AAPL	7/19/2011	AAPL	2384	782.4851385606453	13.017612082025153
/article/264616-apple-management-discusses-q2-2011-results-earnings-call-transcript	AAPL	4/20/2011	AAPL	2166	894.8219463727437	16.389182120510668
