article_link	ticker	date	ticker_from_text	word_count	pos_count	neg_count	pos_score	net_pos_score
/article/247197-apple-management-discusses-q1-2011-results-earnings-call-transcript	AAPL	1/18/2011	AAPL	1998	1089.0640869140625	908.935791015625	0.5450771205776088	0.09015430225147023
/article/230710-apples-ceo-discusses-f4q10-results-earnings-call-transcript	AAPL	10/18/2010	AAPL	3724	1626.568359375	2097.431396484375	0.43677990316192267	-0.12644012811744765
/article/215492-apple-inc-f3q10-qtr-end-06-26-10-earnings-call-transcript	AAPL	7/20/2010	AAPL	1942	975.498291015625	966.5015869140624	0.5023163187516092	0.004632700361257782
/article/199800-apple-inc-f2q10-qtr-end-03-27-10-earnings-call-transcript	AAPL	4/20/2010	AAPL	7826	2902.735595703125	4923.2666015625	0.37090922510901164	-0.2581818305468151
/article/184328-apple-inc-f1q10-qtr-end-12-26-09-earnings-call-transcript	AAPL	1/25/2010	AAPL	7968	2690.18603515625	5277.81591796875	0.33762374939209966	-0.32475274633691015
/article/4527231-apple-inc-aapl-ceo-tim-cook-on-q3-2022-results-earnings-call-transcript	AAPL	7/28/2022	AAPL	3027	1942.2236328125	1084.7769775390625	0.6416331789932276	0.2832661563506566
/article/4504834-apple-inc-aapl-ceo-tim-cook-on-q2-2022-results-earnings-call-transcript	AAPL	4/28/2022	AAPL	3116	1971.13232421875	1144.8681640625	0.6325841862062741	0.2651682157112484
/article/4482308-apple-inc-aapl-ceo-tim-cook-on-q1-2022-results-earnings-call-transcript	AAPL	1/27/2022	AAPL	3208	2115.69921875	1092.3011474609375	0.6595072377649626	0.31901436137439604
/article/4463261-apple-inc-aapl-ceo-tim-cook-on-q4-2021-results-earnings-call-transcript	AAPL	10/28/2021	AAPL	3453	2206.863037109375	1246.13720703125	0.6391146936314437	0.2782293165589705
/article/4441901-apple-inc-aapl-ceo-tim-cook-on-q3-2021-results-earnings-call-transcript	AAPL	7/27/2021	AAPL	3243	2147.435302734375	1095.56494140625	0.6621755481758789	0.32435102106941877
/article/4422230-apple-inc-aapl-ceo-tim-cook-on-q2-2021-results-earnings-call-transcript	AAPL	4/28/2021	AAPL	3284	2261.68896484375	1022.3111572265624	0.6886994411826279	0.3773988451940279
/article/4401478-apple-inc-aapl-ceo-tim-cook-on-q1-2021-results-earnings-call-transcript	AAPL	1/27/2021	AAPL	3227	2116.115478515625	1110.8843994140625	0.655753169667067	0.31150637716193447
/article/4382943-apple-inc-aapl-ceo-tim-cook-on-q4-2020-results-earnings-call-transcript	AAPL	10/29/2020	AAPL	3930	2650.3955078125	1279.6041259765625	0.6744008925731552	0.34880187832975507
/article/4362707-apple-inc-aapl-ceo-tim-cook-on-q3-2020-results-earnings-call-transcript	AAPL	7/30/2020	AAPL	3586	2219.450927734375	1366.5484619140625	0.6189210618333449	0.23784229387069505
/article/4341792-apple-inc-aapl-ceo-tim-cook-on-q2-2020-results-earnings-call-transcript	AAPL	4/30/2020	AAPL	4094	2445.0234375	1648.976806640625	0.5972211620664387	0.19444226449911456
/article/4319666-apple-inc-aapl-ceo-tim-cook-on-q1-2020-results-earnings-call-transcript	AAPL	1/28/2020	AAPL	3180	2168.7841796875	1011.2164306640624	0.6820076036753144	0.3640150154161753
/article/4300690-apple-inc-aapl-ceo-tim-cook-on-q4-2019-results-earnings-call-transcript	AAPL	10/30/2019	AAPL	4314	3277.2578125	1036.7410888671875	0.7596796041956421	0.5193594630581392
/article/4279301-apple-inc-aapl-ceo-tim-cook-on-q3-2019-results-earnings-call-transcript	AAPL	7/30/2019	AAPL	4046	2907.198974609375	1138.801513671875	0.7185365730621293	0.4370730254417944
/article/4258275-apple-inc-aapl-ceo-tim-cook-on-q2-2019-results-earnings-call-transcript	AAPL	4/30/2019	AAPL	4297	2754.644287109375	1542.3553466796875	0.6410622031904526	0.28212449160569875
/article/4236503-apple-inc-aapl-ceo-tim-cook-on-q1-2019-results-earnings-call-transcript	AAPL	1/29/2019	AAPL	3992	2565.117431640625	1426.883056640625	0.6425644868839241	0.2851288514529058
/article/4217359-apple-aapl-q4-2018-results-earnings-call-transcript	AAPL	11/1/2018	AAPL	3859	2400.6044921875	1458.3966064453125	0.6220794226969422	0.24415856070022998
/article/4192790-apple-aapl-q3-2018-results-earnings-call-transcript	AAPL	7/31/2018	AAPL	3855	2500.264892578125	1354.7352294921875	0.6485771446376459	0.2971542576098411
/article/4168271-apple-aapl-q2-2018-results-earnings-call-transcript	AAPL	5/1/2018	AAPL	3341	2075.27880859375	1265.720947265625	0.6211549861100718	0.2423100452942607
/article/4142447-apples-aapl-ceo-tim-cook-on-q1-2018-results-earnings-call-transcript	AAPL	2/1/2018	AAPL	3434	2159.836181640625	1274.1630859375	0.6289563720560934	0.257912957397532
/article/4119877-apple-aapl-q4-2017-results-earnings-call-transcript	AAPL	11/2/2017	AAPL	3197	2262.914306640625	934.08544921875	0.7078243061121755	0.41564868858988896
/article/4093437-apple-aapl-q3-2017-results-earnings-call-transcript	AAPL	8/1/2017	AAPL	3283	2134.674072265625	1148.3260498046875	0.6502205520151157	0.30044106684768124
/article/4068153-apple-aapl-q2-2017-results-earnings-call-transcript	AAPL	5/2/2017	AAPL	3328	2227.339111328125	1100.6612548828125	0.669272569509653	0.3385450289799617
/article/4041266-apple-aapl-q1-2017-results-earnings-call-transcript	AAPL	1/31/2017	AAPL	3013	1881.2525634765625	1131.7474365234375	0.6243785474532235	0.24875709490644707
/article/4014922-apple-aapl-q4-2016-results-earnings-call-transcript	AAPL	10/25/2016	AAPL	2854	1895.0203857421875	958.9791870117188	0.6639875212831772	0.32797519226715793
/article/3991811-apple-aapl-q3-2016-results-earnings-call-transcript	AAPL	7/26/2016	AAPL	3366	2030.0238037109373	1335.9766845703125	0.6030967925463272	0.20619344002989445
/article/3968300-apple-aapl-timothy-donald-cook-on-q2-2016-results-earnings-call-transcript	AAPL	4/26/2016	AAPL	3753	2151.937255859375	1601.0628662109375	0.5733912219182987	0.1467824113105349
/article/3836826-apples-aapl-ceo-tim-cook-on-q1-2016-results-earnings-call-transcript	AAPL	1/26/2016	AAPL	3370	2024.8128662109373	1345.1865234375	0.6008346784008716	0.20166953791496656
/article/3611256-apples-aapl-ceo-tim-cook-on-q4-2015-results-earnings-call-transcript	AAPL	10/27/2015	AAPL	3292	2182.348388671875	1109.6527099609375	0.6629247839221978	0.32584923411632366
/article/3344115-apple-aapl-timothy-d-cook-on-q3-2015-results-earnings-call-transcript	AAPL	7/21/2015	AAPL	3362	2281.520751953125	1080.4791259765625	0.678620092787961	0.3572402218847598
/article/3107596-apples-aapl-ceo-tim-cook-on-q2-2015-results-earnings-call-transcript	AAPL	4/27/2015	AAPL	2954	1793.5225830078125	1160.477783203125	0.607150502033789	0.21430088009637357
/article/2856006-apples-aapl-ceo-tim-cook-on-q1-2015-results-earnings-call-transcript	AAPL	1/27/2015	AAPL	3201	1887.1202392578125	1313.8797607421875	0.5895408432545494	0.17908168650909873
/article/2576865-apples-aapl-ceo-tim-cook-on-q4-2014-results-earnings-call-transcript	AAPL	10/20/2014	AAPL	3292	1883.1922607421875	1408.8076171875	0.5720511120116001	0.14410226110409705
/article/2331715-apples-aapl-ceo-tim-cook-on-q3-2014-results-earnings-call-transcript	AAPL	7/22/2014	AAPL	3019	1897.7103271484373	1121.2890625	0.6285890450971968	0.2571782923645039
/article/2159213-apples-ceo-discusses-f2q-2014-results-earnings-call-transcript	AAPL	4/23/2014	AAPL	3776	2178.460205078125	1597.5396728515625	0.5769227238024696	0.15384547993288203
/article/1971291-apples-ceo-discusses-f1q-2014-results-earnings-call-transcript	AAPL	1/27/2014	AAPL	3025	1814.8101806640625	1210.1898193359375	0.5999372498063017	0.1998744996126033
/article/1780172-apples-ceo-discusses-f4q-2013-results-earnings-call-transcript	AAPL	10/28/2013	AAPL	3456	2095.23291015625	1360.767578125	0.6062595226146557	0.21251890394422743
/article/1566012-apple-inc-aapl-ceo-discusses-f3q-2013-results-earnings-call-transcript	AAPL	7/23/2013	AAPL	2737	1313.292724609375	1423.7071533203125	0.4798292746106595	-0.04034140617863993
/article/1364041-apples-ceo-discusses-f2q13-results-earnings-call-transcript	AAPL	4/23/2013	AAPL	3834	2367.88720703125	1466.1129150390625	0.6176022970869197	0.2352045623349472
/article/1129431-apples-ceo-discusses-f1q-2013-results-earnings-call-transcript	AAPL	1/23/2013	AAPL	8920	3754.028076171875	5165.97265625	0.42085516549012053	-0.15828975112983465
/article/952971-apples-ceo-discusses-f4q12-results-earnings-call-transcript	AAPL	10/25/2012	AAPL	2454	1298.023193359375	1155.976806640625	0.5289418065849124	0.05788361316982477
/article/745271-apples-ceo-discusses-f3q12-results-earnings-call-transcript	AAPL	7/24/2012	AAPL	2164	1053.369384765625	1110.6304931640625	0.4867695863057417	-0.02646077097894524
/article/524451-apples-ceo-discusses-q2-2012-results-earnings-call-transcript	AAPL	4/24/2012	AAPL	1870	921.1551513671876	948.8450317382812	0.4925963376295121	-0.014807422658338842
/article/321818-apples-ceo-discusses-q1-2012-results-earnings-call-transcript	AAPL	1/24/2012	AAPL	2289	1279.4337158203125	1009.5667724609376	0.5589487618262615	0.11789731033611835
/article/300433-apples-ceo-discusses-q4-2011-results-earnings-call-transcript	AAPL	10/18/2011	AAPL	2429	1373.827392578125	1055.1727294921875	0.5655938215636579	0.13118759287193804
/article/280344-apple-management-discusses-q3-2011-results-earnings-call-transcript	AAPL	7/19/2011	AAPL	2383	1156.9278564453125	1226.07177734375	0.4854921764352969	-0.029015493452974193
/article/264616-apple-management-discusses-q2-2011-results-earnings-call-transcript	AAPL	4/20/2011	AAPL	2165	1183.83447265625	981.1657104492188	0.5468057610421478	0.09361143750902136
/article/4298421-microsoft-corp-msft-ceo-satya-nadella-on-q1-2020-results-earnings-call-transcript	MSFT	10/23/2019	MSFT	3798	2597.216064453125	1200.782470703125	0.6838378263436348	0.36767603837546076
/article/4275911-microsoft-corporation-msft-ceo-satya-nadella-on-q4-2019-results-earnings-call-transcript	MSFT	7/18/2019	MSFT	4268	2863.427978515625	1404.5709228515625	0.6709062742538953	0.3418128059194148
/article/4256516-microsoft-corporation-msft-ceo-satya-nadella-on-q3-2019-results-earnings-call-transcript	MSFT	4/24/2019	MSFT	3830	2707.11376953125	1122.8868408203125	0.7068182165877938	0.4136362738148662
/article/4236893-microsoft-corp-msft-ceo-satya-nadella-on-q2-2019-results-earnings-call-transcript	MSFT	1/30/2019	MSFT	4037	2742.86328125	1294.136474609375	0.6794310827966311	0.35886222606901785
/article/4214102-microsoft-msft-q1-2019-results-earnings-call-transcript	MSFT	10/24/2018	MSFT	4162	2815.3984375	1346.600341796875	0.6764532526429601	0.35290679858316315
/article/4188569-microsoft-corporation-msft-ceo-satya-nadella-on-q4-2018-results-earnings-call-transcript	MSFT	7/19/2018	MSFT	3771	2797.333984375	973.666259765625	0.7418016399827632	0.48360321522391275
/article/4166696-microsoft-msft-q3-2018-results-earnings-call-transcript	MSFT	4/26/2018	MSFT	4129	3013.2890625	1115.710205078125	0.7297866462823929	0.45957346994959436
/article/4141999-microsofts-msft-ceo-satya-nadella-on-q2-2018-results-earnings-call-transcript	MSFT	1/31/2018	MSFT	4262	2727.922607421875	1534.0775146484375	0.6400569233744428	0.2801138181073293
/article/4117127-microsoft-msft-q1-2018-results-earnings-call-transcript	MSFT	10/26/2017	MSFT	4635	2912.3779296875	1722.6219482421875	0.628344752899137	0.256689532134911
/article/4089278-microsofts-msft-ceo-satya-nadella-on-q4-2017-results-earnings-call-transcript	MSFT	7/20/2017	MSFT	4244	2622.9072265625	1621.093505859375	0.6180271504624175	0.23605412834663642
/article/4066498-microsoft-msft-q3-2017-results-earnings-call-transcript	MSFT	4/27/2017	MSFT	3912	2278.084716796875	1633.9149169921875	0.5823324940687308	0.1646650817496645
/article/4040408-microsoft-msft-q2-2017-results-earnings-call-transcript	MSFT	1/27/2017	MSFT	4346	2619.40380859375	1726.5963134765625	0.602716016703578	0.20543200531918718
/article/4013728-microsofts-msft-ceo-satya-nadella-on-q1-2017-results-earnings-call-transcript	MSFT	10/20/2016	MSFT	4233	2706.090576171875	1526.9093017578125	0.6392843317202634	0.2785686922783044
/article/3989628-microsoft-msft-q4-2016-results-earnings-call-transcript	MSFT	7/19/2016	MSFT	4398	2593.27490234375	1804.7249755859373	0.5896486817516485	0.17929739125916616
/article/3969437-linkedin-lnkd-jeffrey-weiner-on-q1-2016-results-earnings-call-transcript	MSFT	4/29/2016	LNKD	2510	1499.268798828125	1010.7313232421876	0.5973182465450697	0.19463644445654876
/article/3967201-microsoft-msft-q3-2016-results-earnings-call-transcript	MSFT	4/21/2016	MSFT	4485	2829.686279296875	1655.313720703125	0.6309222473348662	0.2618444946697324
/article/3867916-linkedin-lnkd-jeffrey-weiner-on-q4-2015-results-earnings-call-transcript	MSFT	2/4/2016	LNKD	3369	2085.015625	1283.984130859375	0.618882643217572	0.23776535890193679
/article/3846116-microsoft-msft-q2-2016-results-earnings-call-transcript	MSFT	1/28/2016	MSFT	4129	2513.5703125	1615.4285888671875	0.6087600659966094	0.2175203980704317
/article/3624206-linkedin-lnkd-jeffrey-weiner-on-q3-2015-results-earnings-call-transcript	MSFT	10/30/2015	LNKD	2983	1834.2791748046875	1148.7210693359375	0.6149108866257752	0.2298216914075595
/article/3596736-microsoft-msft-q1-2016-results-earnings-call-transcript	MSFT	10/22/2015	MSFT	4354	2677.938232421875	1676.061279296875	0.61505241902202	0.23010495018948093
/article/3380125-linkedin-lnkd-jeffrey-weiner-on-q2-2015-results-earnings-call-transcript	MSFT	7/30/2015	LNKD	3363	2108.098388671875	1254.9014892578125	0.6268505467356156	0.2537011297692722
/article/3344205-microsoft-msft-q4-2015-results-earnings-call-transcript	MSFT	7/21/2015	MSFT	4120	2537.887939453125	1582.112060546875	0.6159922183138653	0.23198443662773058
/article/3126536-linkedins-lnkd-ceo-jeff-weiner-on-q1-2015-results-earnings-call-transcript	MSFT	5/1/2015	LNKD	3643	2164.694580078125	1478.304443359375	0.5942065825084065	0.1884134330822811
/article/3098136-microsofts-msft-ceo-satya-nadella-on-q3-2015-results-earnings-call-transcript	MSFT	4/23/2015	MSFT	4331	2515.40087890625	1815.6002197265625	0.5807898589023898	0.1615794641375404
/article/2891416-linkedins-lnkd-ceo-jeff-weiner-discusses-on-q4-2014-results-earnings-call-transcript	MSFT	2/5/2015	LNKD	3596	2285.554443359375	1310.4454345703125	0.6355824369742422	0.2711649078946225
/article/2852026-microsofts-msft-ceo-satya-nadella-on-q2-2015-results-earnings-call-transcript	MSFT	1/26/2015	MSFT	4446	2620.88623046875	1825.11279296875	0.5894930792777215	0.1789863782051282
/article/2621895-linkedins-lnkd-ceo-jeff-weiner-on-q3-2014-results-earnings-call-transcript	MSFT	10/30/2014	LNKD	2648	1764.9549560546875	883.044921875	0.6665237749451237	0.33304759598930794
